n	avg	sd	min	max	0.02	0.05	0.1	0.2	0.3	0.4	0.5	0.6	0.7	0.8	0.9	0.95	0.97
243	5623.795	539.0953	4197	7613	4684	4801	4984	5160	5306	5449	5577	5695	5863	6084	6344	6585	6758
244	5635.141	500.2812	4437	7553	4673	4851	5019	5185	5347	5491	5624	5748	5880	6057	6255	6482	6617
245	5667.638	514.6948	4131	7580	4766	4902	5030	5221	5372	5501	5629	5756	5931	6099	6378	6548	6680
246	5711.136	552.4542	4115	7719	4679	4814	5021	5230	5408	5543	5678	5825	6004	6164	6445	6639	6752
247	5784.496	545.5062	4501	8134	4836	4969	5103	5305	5472	5603	5737	5901	6047	6227	6507	6766	6902
248	5777.474	525.363	4315	7990	4776	4959	5129	5312	5454	5605	5780	5911	6049	6224	6462	6651	6777
249	5814.932	522.487	4544	7888	4885	5033	5164	5364	5514	5651	5780	5897	6051	6246	6525	6714	6888
250	5858.757	544.3379	4171	7967	4891	5017	5193	5388	5535	5682	5828	5970	6115	6310	6565	6814	6965
251	5881.359	541.5288	4338	7814	4854	5059	5201	5427	5589	5725	5852	5979	6126	6326	6574	6856	7019
252	5951.562	552.2821	4479	7819	4913	5131	5278	5463	5623	5770	5915	6056	6224	6414	6662	6911	7114
253	5981.271	552.8233	4586	8074	4969	5146	5286	5486	5665	5823	5948	6090	6234	6415	6700	6984	7131
254	6013.21	540.1389	4572	7929	5054	5181	5348	5543	5697	5849	5995	6130	6279	6447	6701	6910	7121
255	6070.467	570.3554	4411	8235	4984	5139	5348	5598	5760	5917	6056	6190	6316	6508	6812	7077	7244
256	6078.264	568.2227	4250	8039	4989	5234	5391	5567	5737	5918	6056	6200	6346	6529	6821	7029	7207
257	6136.841	585.5428	4743	8545	5106	5254	5411	5627	5781	5958	6096	6243	6398	6587	6899	7159	7362
258	6197.251	563.5466	4629	7889	5176	5315	5495	5707	5873	6024	6175	6310	6444	6665	6967	7164	7381
259	6238.271	546.139	4755	8071	5139	5361	5557	5773	5937	6082	6231	6341	6519	6684	6935	7184	7347
260	6226.675	594.0625	4521	8799	5178	5323	5523	5699	5869	6031	6183	6333	6501	6701	7025	7279	7455
261	6277.985	601.1849	4740	8403	5197	5371	5528	5758	5942	6073	6227	6384	6543	6778	7087	7329	7471
262	6315.494	607.7447	4770	8305	5191	5368	5556	5803	5968	6122	6273	6424	6608	6823	7112	7377	7526
263	6343.971	591.3348	4677	8194	5184	5444	5630	5840	6017	6145	6285	6445	6610	6870	7165	7383	7541
264	6357.578	611.3335	4766	8846	5242	5442	5616	5839	6004	6156	6314	6453	6656	6882	7170	7420	7611
265	6427.638	604.8712	4889	8858	5336	5514	5673	5924	6063	6228	6397	6541	6727	6902	7233	7525	7655
266	6481.091	590.9021	4902	8748	5398	5571	5765	5974	6136	6311	6441	6595	6768	6978	7226	7482	7664
