n	avg	sd	min	max	0.02	0.05	0.1	0.2	0.3	0.4	0.5	0.6	0.7	0.8	0.9	0.95	0.97
60	358.7896	47.87833	243.6863	516.6188	271.7278	286.606	299.9317	318.0613	333.0285	343.4705	355.4589	366.9332	379.9145	397.9083	423.41	443.8547	459.4203
61	370.4388	50.42205	247.7701	547.6714	280.2963	292.4449	309.4285	327.6645	341.9971	353.7513	364.656	378.1957	392.1913	411.2104	438.6981	460.4997	471.7457
62	379.1902	52.17864	253.9705	556.1798	286.1887	299.3209	312.0256	334.2753	350.0914	364.5888	374.872	387.9588	401.4686	419.1277	447.0213	475.7142	492.4358
63	389.0452	51.54993	260.1538	583.8613	293.9796	310.7507	326.0184	345.517	360.2527	373.6844	385.3596	398.6853	414.0386	429.8186	454.5261	478.1778	494.3622
64	399.4133	52.3335	264.2253	573.9016	297.0185	321.1028	335.0343	354.8112	369.3386	382.3179	395.5705	411.6054	426.2194	441.1485	467.0503	491.0224	507.5264
65	411.3868	55.73221	264.9792	625.6628	311.1656	328.8313	343.1967	364.4009	379.5418	391.7627	406.3422	421.0606	437.4791	456.1579	482.3007	509.6823	528.8138
66	421.4389	58.46396	272.2719	635.3298	314.7078	332.5974	350.4012	370.5037	385.3168	402.4736	417.2385	432.9757	450.12	470.5444	500.4038	523.9742	540.1898
67	430.2792	60.41712	263.8409	620.0694	323.4069	338.275	352.7294	375.7765	393.3167	410.658	427.0363	442.5494	460.6083	481.4	509.1817	534.7766	555.1378
68	439.4389	58.20214	291.2456	642.3138	333.7005	354.5871	366.4847	388.582	406.0973	422.2227	434.9425	447.6505	466.2403	485.3236	518.6097	540.558	559.1878
69	449.3641	60.23027	298.5867	652.938	339.6115	360.0556	374.505	396.6989	413.2263	429.672	446.934	461.8701	481.344	499.3296	528.6776	557.8817	574.7173
70	463.1635	62.89134	308.9919	683.254	347.2233	362.3327	385.4348	410.9258	429.3344	445.6243	458.5106	472.3569	490.05	514.5406	549.8254	575.5702	586.5637
71	472.2910	65.64629	318.0912	738.6542	349.222	371.7768	392.0255	415.4732	433.7419	451.4222	466.8769	483.9545	505.3929	525.8745	559.2084	589.3233	607.2462
72	479.2966	62.40257	329.1914	696.5257	362.5796	382.3192	399.6999	426.7634	444.9809	460.7168	474.1223	490.7545	508.7308	530.3801	559.9786	590.2948	605.2834
73	489.984	66.89325	315.1349	764.5966	377.2612	393.0572	409.3287	432.2013	448.444	466.9325	484.5678	501.8645	521.5707	543.128	577.5015	614.7438	635.111
74	503.8023	70.3508	333.8158	798.2756	373.0308	395.6021	419.2613	444.3647	464.2725	483.4387	498.3693	516.4349	534.3491	560.2258	597.2872	624.4526	646.4054
75	512.4738	70.31468	336.241	763.9175	390.2717	407.1486	426.5677	449.2282	469.0736	490.4243	507.7224	525.6272	547.1033	571.7307	609.4292	634.4163	648.842
76	527.2463	72.95606	350.6665	790.926	398.4708	414.3187	434.4145	463.176	485.3401	502.3176	523.0449	542.5781	562.089	587.4615	628.7376	649.5599	668.6696
77	536.9551	74.55566	345.1869	805.5259	404.3686	424.8411	443.8919	474.6072	493.7226	512.5427	531.543	550.1672	571.6555	597.8846	638.4685	672.1473	691.6965
78	548.4245	77.07916	385.3946	829.6535	409.9524	435.9094	453.7676	479.8708	500.9361	522.18	541.425	560.0679	585.6595	614.0399	652.2208	679.7683	702.6806
79	554.5772	76.964	353.8813	839.8381	417.6721	439.0854	461.7705	487.9898	510.2176	529.8132	548.3503	566.7239	589.1995	612.6777	659.6469	693.608	720.7565
80	572.6805	76.72846	372.8592	857.9814	443.4355	460.3086	482.3432	505.8458	526.2585	545.9588	565.7977	586.6652	605.4313	635.0079	677.0842	713.5061	730.2239
81	578.4427	80.13862	402.1318	912.2576	433.9608	452.9216	476.6193	508.1673	536.5594	553.8538	574.2317	593.2301	615.7012	644.3493	683.1808	714.7181	734.5094
82	593.8134	81.04362	396.3597	938.2047	451.5883	474.2668	495.097	523.3278	542.225	567.9445	585.843	607.28	633.3309	663.2586	697.0373	733.8174	754.1167
83	605.9933	81.06201	399.9175	869.4251	454.6493	478.8236	506.0711	535.9683	557.7903	580.7943	599.7266	623.4324	645.0814	675.2333	718.9409	743.6747	763.2523
