n	avg	sd	min	max	0.02	0.05	0.1	0.2	0.3	0.4	0.5	0.6	0.7	0.8	0.9	0.95	0.97
119	867.3455	224.1606	402.2648	2031.352	507.938	568.0334	611.0949	669.4722	732.1154	787.2001	837.0872	891.9826	955.5841	1036.665	1179.398	1278.317	1357.98
120	874.2522	223.6285	415.206	1771.331	500.2929	559.5605	613.873	688.388	741.4176	785.5062	845.7996	907.9091	962.2801	1055	1158.035	1278.163	1353.527
121	888.483	226.3896	438.0571	1821.761	518.9451	580.5687	632.1187	699.4076	750.2693	801.5086	843.9573	897.4358	986.5085	1067.414	1194.784	1303.048	1401.96
122	893.9532	230.5703	416.4637	1689.129	509.0825	569.0395	625.5933	697.7349	752.1343	809.6759	868.977	916.4622	987.6492	1084.369	1217.708	1318.978	1389.84
123	910.9592	233.1557	378.1521	1840.22	520.6506	582.2791	638.105	706.5826	770.1175	824.7594	876.752	944.7254	1013.308	1095.85	1239.612	1337.602	1410.088
124	934.7241	245.0607	423.4785	2022.644	539.5961	588.2406	648.3386	723.638	781.8772	839.093	900.9362	971.7227	1046.033	1127.109	1257.983	1369.099	1463.915
125	938.0079	245.9977	418.4746	2004.186	537.4235	596.2374	655.7553	731.4698	795.5652	852.3872	908.5593	964.5481	1022.967	1116.142	1270.212	1389.476	1493.438
126	951.738	242.2184	443.3734	2164.994	545.3384	610.7037	664.5119	739.7304	804.3451	869.9569	927.6804	990.9289	1054.903	1133.199	1261.198	1382.979	1475.022
127	954.2758	248.1643	462.986	2062.96	552.0942	612.0825	659.5605	735.1673	808.2772	866.3342	919.4085	987.4513	1065.481	1153.395	1271.026	1418.03	1497.749
128	978.8046	248.4508	463.0939	2171.049	576.6897	623.8245	678.2883	763.4075	830.9128	894.4333	954.6371	1016.285	1084.996	1168.494	1296.14	1405.272	1490.509
129	988.4062	272.9857	443.9572	2122.812	568.9648	623.3546	683.2825	753.9642	815.341	876.9185	938.0405	1008.108	1094.695	1205.495	1366.688	1528.313	1642.559
130	979.1736	260.9904	434.1394	2147.013	580.7616	620.7705	672.1004	756.9181	820.743	880.058	946.8231	1016.238	1087.223	1174.082	1321.885	1457.551	1565.071
131	1011.428	267.2142	382.8394	2253.667	585.6065	639.5264	707.8623	783.0868	847.4591	911.2124	968.2071	1039.848	1114.29	1213.327	1374.246	1513.91	1582.547
132	1013.101	272.3567	492.0366	2207.655	600.4673	639.9992	700.23	773.6382	847.8125	916.6444	971.1854	1045.038	1112.564	1214.813	1383.562	1549.154	1611.039
133	1016.362	262.7227	404.7172	2012.095	581.3063	639.3059	708.1292	794.5835	858.5266	925.0141	983.2838	1045.024	1122.914	1213.411	1370.684	1517.935	1609.136
134	1049.5	274.2926	462.7116	2176.328	611.9526	667.2121	726.2637	807.2664	882.3095	943.3663	1011.362	1090.743	1164.198	1278.41	1420.303	1560.797	1637.037
135	1058.851	270.584	477.1038	2512.709	621.1039	675.2133	749.5745	831	896.9548	961.2398	1023.567	1090.845	1165.51	1265.699	1435.693	1566.466	1640.881
136	1054.788	264.8697	483.446	2098.735	615.078	672.9762	726.7819	819.8091	886.8269	972.724	1032.476	1097.511	1180.565	1272.772	1398.216	1527.803	1623.141
137	1061.437	269.7571	533.1735	2194.799	621.6494	676.6269	737.7662	828.8812	906.1904	971.2245	1033.972	1090.746	1162.76	1268.011	1409.557	1535.148	1649.976
138	1069.805	281.1494	493.6882	2512.842	630.1873	691.3299	756.5329	827.8218	892.6976	955.0042	1026.899	1109.162	1194.723	1293.553	1450.625	1574.762	1674.505
139	1105.76	288.2893	479.4539	2387.398	635.1323	708.7912	765.4345	858.1911	929.6343	993.5683	1065.593	1150.39	1228.665	1331.889	1492.549	1609.311	1710.936
140	1101.936	285.8966	527.8721	2577.866	636.9819	708.4441	774.2732	866.2309	928.4185	990.2086	1065.765	1138.217	1217.653	1315.018	1478.103	1637.587	1723.628
141	1112.02	299.1259	484.8402	2707.825	632.5828	693.9928	758.093	855.5472	929.5424	1008.367	1081.371	1151.228	1225.484	1329.65	1514.657	1650.418	1732.871
142	1131.346	302.9037	487.6771	3024.679	632.3274	704.2805	778.2018	866.6654	943.6965	1016.137	1099.291	1177.678	1261.459	1369.701	1518.591	1698.828	1811.402
143	1129.795	296.0017	504.7693	2467.832	669.1786	711.6024	784.5986	875.2228	954.4328	1020.82	1087.37	1162.396	1252.559	1355.351	1523.928	1672.919	1751.781
144	1161.337	297.9981	522.76	2386.867	672.4277	745.5112	815.7132	890.5335	990.5105	1051.713	1120.546	1190.622	1293.459	1402.385	1558.505	1728.294	1797.539
145	1163.751	318.0027	503.1471	2591.031	675.8698	727.6998	793.8117	888.9072	975.1508	1050.027	1111.166	1192.829	1283.027	1410.016	1602.2	1779.649	1871.336
146	1177.769	311.9558	511.6649	2704.022	686.6673	733.4283	812.6081	912.7349	986.9757	1067.396	1141.122	1209.396	1298.458	1422.616	1583.367	1767.493	1884.704
147	1202.664	311.9822	565.2645	2461.469	713.7801	784.6522	839.6446	922.8851	1006.515	1080.76	1158.379	1240.976	1335.586	1459.427	1623.328	1783.157	1884.597
148	1206.468	322.2034	508.0797	2528.429	675.1274	755.652	833.4273	934.8615	1014.426	1095.329	1167.134	1249.008	1330.152	1453.926	1613.557	1789.564	1926.628
149	1213.41	314.7249	499.4807	2525.089	711.3656	770.1532	842.6963	944.4972	1021.019	1106.014	1172.72	1252.849	1340.591	1454.207	1631.211	1784.984	1950.722
150	1240.909	333.8277	559.1261	3150.204	701.8867	783.4641	869.6022	956.7659	1044.456	1112.178	1192.122	1271.759	1365.893	1488.303	1686.47	1850.843	2002.302
151	1243.484	331.7712	578.115	3018.061	702.968	769.9513	855.546	968.5928	1051.418	1117.841	1203.156	1274.049	1380.674	1498.445	1673.939	1832.865	1954.263
152	1233.054	310.0004	564.2065	2540.061	738.7395	808.762	869.7155	959.8953	1038.24	1114.474	1185.403	1280.448	1363.679	1497.291	1643.407	1804.449	1903.231
153	1273.326	332.6041	561.2388	2955.436	749.7186	811.8479	882.2715	986.9443	1058.455	1149.716	1232.153	1316.248	1422.547	1531.09	1722.335	1856.016	1975.334
154	1277.419	332.8016	581.062	2663.149	730.0514	803.3175	881.7256	993.7193	1084.757	1151.261	1230.862	1321.948	1414.419	1527.935	1718.569	1911.475	2040.908
155	1291.193	329.7847	657.2199	2639.868	744.3729	844.3589	896.4915	1001.62	1075.051	1170.919	1253.757	1335.56	1431.896	1547.222	1722.911	1908.372	1993.499
156	1319.978	347.6433	596.6632	2592.938	747.8696	819.2234	903.3421	1020.411	1111.41	1197.126	1282.326	1375.605	1460.872	1578.48	1807.133	1996.153	2089.112
157	1309.337	349.7857	586.5381	2960.082	740.3425	824.6151	902.5852	1017.482	1100.695	1180.673	1266.751	1358.82	1450.482	1574.537	1762.457	1919.191	2050.012
158	1351.526	347.0062	620.4893	2726.751	747.8168	844.1232	936.2478	1041.081	1143.984	1232.189	1320.766	1421.531	1513.458	1624.24	1815.84	1975.945	2082.706
159	1356.202	360.996	562.0899	3327.87	768.613	859.8744	929.3067	1044.809	1143.702	1221.104	1310.821	1397.404	1510.483	1638.236	1852.426	2003.207	2082.162
160	1370.896	367.2746	609.7303	2806.279	766.7281	841.6442	931.0311	1044.608	1155.943	1245.869	1327.132	1417.39	1516.491	1650.842	1868.836	2074.523	2192.05
161	1386.154	380.8512	632.6848	2714.635	807.433	878.5329	957.6362	1066.662	1137.747	1223.705	1320.381	1421.568	1533.938	1686.79	1930.136	2109.775	2280.484
162	1402.402	382.4978	647.0881	2881.296	783.4469	874.4433	967.8455	1074.195	1169.911	1259.911	1343.932	1435.359	1548.262	1700.403	1910.585	2129.874	2249.979
163	1416.858	375.2997	631.6415	2883.411	840.9554	894.8005	978.7763	1097.608	1192.803	1273.894	1367.381	1470.432	1562.21	1699.067	1904.789	2112.935	2267.657
