n	avg	sd	min	max	0.02	0.05	0.1	0.2	0.3	0.4	0.5	0.6	0.7	0.8	0.9	0.95	0.97
218	2681.632	218.0476	2249	3646	2402	2432	2460	2509	2552	2582	2624	2678	2751	2832	2961	3121	3214
219	2702.816	238.8882	2309	3786	2412	2439	2474	2527	2562	2598	2642	2684	2745	2846	3006	3232	3336
220	2703.343	221.2542	2267	4168	2412	2448	2480	2535	2570	2609	2653	2704	2753	2855	2983	3132	3275
221	2736.197	234.2718	2387	4388	2437	2472	2510	2554	2590	2627	2672	2728	2806	2894	3042	3204	3300
222	2743.898	236.0325	2345	4196	2442	2489	2519	2564	2603	2642	2683	2736	2800	2883	3060	3179	3293
223	2755.747	216.2107	2373	4122	2468	2512	2543	2591	2626	2664	2704	2753	2808	2904	3042	3167	3266
224	2780.958	231.3216	2373	3936	2488	2522	2553	2601	2641	2678	2720	2767	2840	2940	3118	3243	3347
225	2777.887	214.5856	2412	3894	2484	2528	2556	2605	2649	2686	2730	2779	2840	2930	3055	3201	3291
226	2807.303	220.7712	2393	3948	2487	2543	2582	2630	2674	2713	2759	2808	2865	2958	3109	3249	3337
227	2818.844	219.4126	2422	3992	2541	2571	2601	2647	2685	2720	2759	2812	2871	2966	3123	3279	3374
228	2825.289	228.4493	2453	4034	2525	2561	2606	2652	2687	2725	2763	2820	2883	2976	3119	3285	3405
229	2857.946	226.3435	2478	3907	2544	2586	2621	2675	2719	2757	2805	2867	2931	3022	3159	3322	3399
230	2864.764	213.5924	2501	3908	2562	2600	2650	2692	2737	2776	2812	2864	2928	3027	3150	3283	3354
231	2885.913	227.885	2496	3766	2585	2619	2644	2703	2742	2788	2832	2879	2947	3052	3219	3365	3435
232	2897.691	233.7872	2496	4072	2595	2632	2664	2715	2758	2795	2840	2892	2955	3060	3198	3365	3458
233	2926.804	234.0555	2515	4007	2602	2643	2681	2738	2780	2826	2869	2927	3006	3099	3237	3371	3505
234	2932.121	236.7266	2546	3999	2610	2648	2686	2746	2794	2835	2878	2927	2995	3095	3227	3403	3543
235	2957.148	241.8426	2532	4220	2638	2670	2713	2768	2818	2863	2904	2956	3012	3111	3293	3428	3536
236	2974.6	254.9901	2552	4808	2650	2697	2724	2779	2818	2862	2904	2964	3040	3136	3341	3489	3572
237	2977.839	235.0802	2583	4108	2660	2696	2738	2792	2834	2878	2925	2977	3045	3134	3300	3442	3555
238	3016.589	258.2815	2568	4320	2685	2721	2760	2816	2866	2909	2962	3013	3076	3160	3353	3531	3654
239	3005.279	231.8327	2617	4249	2685	2737	2774	2825	2865	2904	2951	3003	3070	3160	3311	3449	3586
240	3038.934	245.4744	2609	4439	2718	2758	2800	2856	2897	2933	2976	3027	3108	3183	3370	3510	3665
241	3057.418	256.4323	2659	4486	2730	2775	2818	2860	2903	2937	2983	3039	3120	3217	3416	3590	3698
242	3072.131	241.4331	2682	4691	2739	2789	2827	2885	2923	2965	3015	3073	3138	3235	3409	3538	3642
243	3071.745	235.3108	2661	4240	2762	2800	2838	2893	2933	2969	3014	3058	3124	3224	3384	3556	3659
244	3118.409	265.8497	2636	4306	2764	2810	2861	2908	2951	3000	3049	3099	3187	3306	3502	3689	3751
245	3125.276	250.5283	2693	4617	2777	2828	2859	2929	2972	3018	3072	3127	3204	3296	3451	3597	3708
246	3136.613	262.6546	2685	4703	2790	2840	2881	2938	2987	3032	3075	3123	3193	3293	3482	3682	3785
247	3152.366	265.0904	2718	4990	2817	2858	2901	2956	3000	3041	3081	3134	3208	3307	3511	3679	3776
248	3158.322	258.817	2728	4341	2808	2869	2906	2964	3004	3049	3095	3142	3210	3323	3502	3674	3804
249	3173.853	261.8064	2729	4801	2842	2891	2925	2973	3013	3055	3100	3174	3234	3332	3532	3700	3804
250	3205.345	250.3581	2783	4612	2857	2906	2938	3003	3054	3103	3153	3214	3280	3377	3529	3681	3792
251	3217.032	239.7657	2757	4185	2876	2918	2962	3020	3067	3110	3167	3219	3286	3387	3558	3712	3804
252	3246.126	270.2315	2781	4606	2879	2922	2973	3033	3088	3129	3183	3243	3313	3410	3616	3809	3915
253	3259.35	264.9442	2820	4665	2923	2954	2991	3045	3097	3148	3199	3254	3333	3438	3606	3770	3904
254	3266.21	261.6326	2831	4946	2920	2964	3006	3061	3111	3151	3208	3263	3333	3434	3611	3794	3902
255	3293.834	270.3180	2841	4592	2957	2993	3031	3085	3134	3175	3220	3281	3369	3456	3663	3871	3990
256	3311.394	276.1561	2807	5020	2955	2998	3046	3103	3150	3194	3240	3292	3371	3486	3662	3871	4014
257	3316.731	270.1329	2845	5137	2971	3006	3050	3110	3152	3198	3253	3309	3379	3493	3690	3847	3982
258	3317.489	250.4686	2886	4451	2985	3025	3069	3121	3161	3210	3257	3317	3387	3481	3646	3804	3943
259	3348.808	269.5043	2863	5580	3007	3046	3081	3143	3192	3237	3286	3334	3409	3530	3702	3855	3975
260	3368.501	268.127	2886	5063	3013	3049	3106	3173	3212	3251	3289	3343	3433	3552	3760	3911	4022
261	3382.781	260.0827	2960	4797	3036	3070	3117	3177	3229	3270	3321	3383	3448	3564	3744	3919	4048
262	3408.449	266.7163	2945	4728	3055	3092	3137	3197	3245	3293	3341	3408	3485	3590	3769	3942	4055
263	3411.264	276.4925	2949	4758	3050	3099	3140	3203	3248	3291	3344	3401	3477	3577	3778	4032	4128
264	3436.837	270.1417	2953	4638	3078	3124	3168	3233	3275	3320	3373	3428	3503	3602	3813	3988	4115
265	3448.355	270.8563	3018	4648	3093	3144	3186	3237	3277	3323	3375	3433	3516	3642	3808	4051	4120
266	3457.209	276.38	2959	5057	3114	3147	3195	3247	3297	3336	3382	3433	3517	3659	3830	3965	4115
267	3482.057	268.1749	3064	4780	3143	3173	3214	3270	3328	3368	3420	3485	3553	3636	3824	4012	4141
268	3486.889	254.3132	3046	4654	3142	3189	3226	3291	3334	3377	3429	3486	3547	3653	3835	3995	4126
269	3527.962	288.9633	3043	5343	3155	3207	3248	3306	3356	3404	3449	3517	3591	3712	3893	4116	4275
270	3539.363	296.3345	3101	5202	3178	3215	3249	3313	3365	3411	3460	3520	3608	3734	3900	4146	4299
271	3546.472	287.9055	3096	5060	3180	3234	3268	3323	3375	3425	3467	3518	3606	3737	3934	4137	4280
