n	avg	sd	min	max	0.02	0.05	0.1	0.2	0.3	0.4	0.5	0.6	0.7	0.8	0.9	0.95	0.97
54	179.0708	16.01084	138.3221	266.4958	149.7064	155.3222	158.871	165.9066	169.9441	174.0603	177.6879	181.6948	186.2042	191.6351	199.99	206.543	212.2923
55	183.5466	16.53490	137.9275	256.2069	152.8071	158.7136	163.2667	169.0325	173.8505	178.3704	182.3678	186.5476	191.2904	197.4234	205.8203	212.8568	215.5783
56	187.2129	16.63266	145.6434	247.3459	157.4802	161.9352	166.4061	172.7397	177.4796	182.1401	185.7525	190.0605	194.5251	200.2074	209.4373	217.844	221.3414
57	192.2162	15.97189	153.6424	245.7682	162.7268	168.4518	172.893	178.4096	182.5596	186.4779	190.7511	195.4789	200.05	206.0582	213.1854	217.9725	223.7365
58	195.8434	16.53592	154.4053	265.1962	166.4242	170.9269	175.7043	182.0577	186.2579	190.738	194.9769	198.1943	203.4232	208.866	218.0734	225.1311	230.2542
59	201.1746	16.98622	156.1986	266.3344	171.406	175.0885	179.6385	186.7619	191.3322	195.9184	200.04	204.2841	209.2415	215.1093	223.5442	231.5081	236.791
60	204.2716	17.45547	160.5241	271.483	173.2166	178.796	183.5974	189.5574	193.6672	198.1792	202.4154	206.9469	211.9222	218.4949	227.8223	235.9576	240.9876
61	209.3835	17.75984	160.5615	271.2121	177.8764	181.7196	187.9308	194.067	199.4843	203.8087	208.1394	212.0283	217.1497	224.0491	231.7326	240.9274	246.4346
62	213.9986	17.93924	165.0848	272.6756	181.8048	187.446	192.3148	198.4843	203.2437	207.7017	211.7947	217.6143	222.6769	229.251	238.9916	245.1285	250.154
63	218.4133	18.6216	167.5649	297.4458	183.7662	190.2367	196.0102	202.4253	207.9471	213.251	217.2602	221.5942	226.4288	232.723	242.7468	251.1693	256.2148
64	222.1246	18.34798	181.0083	310.5543	190.9031	195.1077	199.8775	206.3298	211.8278	216.7556	220.8438	224.9	229.7629	235.7541	245.0449	254.3305	261.2815
65	227.1588	18.82173	180.9309	308.8786	193.308	198.9774	204.1715	211.6743	216.6241	220.9796	225.6324	230.3519	235.0447	242.384	250.7947	261.6868	269.1022
66	230.7994	19.34138	178.3928	311.1929	196.3874	201.7151	206.6325	213.3823	220.1386	224.8133	229.384	234.5634	239.535	245.9532	257.3946	265.232	270.1055
67	234.0091	19.78977	180.8204	330.8293	199.6898	204.9293	210.0714	217.1589	222.8408	227.7499	232.3231	236.6221	242.8497	249.3431	259.0019	269.065	276.9657
68	238.4332	19.24437	190.641	322.6996	203.0862	208.5162	214.5111	222.0698	227.8333	232.5941	236.5756	241.8243	248.0323	254.3069	262.8688	271.7333	276.1159
69	244.2475	20.24284	186.2633	334.1706	206.6785	214	220.2771	227.9825	233.2038	237.3394	242.6726	248.1411	252.7608	258.9324	271.6284	281.0765	285.8881
70	249.3077	21.59709	198.3658	358.8997	211.3386	217.0438	223.8928	231.0844	236.8058	241.9752	247.0729	253.3555	258.2944	266.0395	277.5986	288.2447	294.5726
