n	avg	sd	min	max	0.02	0.05	0.1	0.2	0.3	0.4	0.5	0.6	0.7	0.8	0.9	0.95	0.97
67	277.178	32.80054	192.4474	407.1191	217.4534	225.211	237.8277	248.7971	259.1563	267.1704	275.9094	283.0618	292.8242	302.7639	320.1531	331.1888	342.5551
68	282.5067	33.78701	199.4292	455.1626	220.7714	230.2955	242.0145	254.0846	263.6247	270.9336	279.8911	288.7785	298.6838	309.9145	326.9633	341.0586	348.7478
69	290.6803	34.99007	186.9385	414.1521	223.799	237.7267	248.0927	260.1038	270.0259	279.5675	288.7871	296.4692	307.6654	320.9112	338.792	351.4029	357.273
70	293.8094	33.30113	199.6246	424.7576	234.6316	243.6637	252.6084	266.1052	274.7945	283.0035	291.6762	299.239	309.1844	321.3923	337.51	351.5395	360.1861
71	297.4395	36.53958	204.8463	445.8498	230.6036	241.5409	252.9862	266.2067	275.9348	284.6366	294.6829	302.4864	314.4233	328.965	346.6872	361.2921	370.0757
72	303.2752	34.99465	213.6703	440.0102	236.0551	247.6166	258.9344	272.0239	284.6296	292.959	302.9868	312.2723	319.975	331.4302	345.7976	362.8898	374.2138
73	309.5997	37.85247	195.6067	439.5179	240.5161	252.4124	264.6998	277.5392	287.4996	296.3849	305.9052	314.8015	326.9557	340.4703	358.3936	376.8368	390.3716
74	312.3807	35.69967	219.9386	428.544	246.4508	257.0078	265.8703	282.6694	292.4466	302.3458	310.6896	318.0739	327.8796	341.1012	359.629	376.327	385.3946
75	319.6158	36.71381	209.6139	468.9222	251.4637	264.8962	274.7217	288.5827	298.0604	308.1363	316.7428	326.6282	336.6868	349.431	367.8641	382.9778	397.3084
76	323.1439	38.56167	227.572	472.5262	253.2331	264.3728	275.0255	290.8677	300.8554	309.2539	319.9531	330.7658	342.3522	353.6792	376.4864	393.9746	402.676
77	329.7595	39.53816	205.7717	464.3059	257.8488	268.7824	282.1985	296.4861	307.7856	317.7798	326.9893	337.4167	347.7585	361.649	381.1824	400.085	411.1423
78	336.4311	40.022	232.5962	468.425	265.6163	276.3368	287.5674	301.0266	312.8754	324.0756	334.3157	344.3777	356.1853	367.0068	388.3993	409.2982	422.0569
79	337.8924	40.83748	227.0286	497.8494	262.0267	276.2933	288.6382	302.0397	315.0429	324.9769	335.1776	345.2043	358.282	371.9435	389.4098	409.7829	417.562
80	346.212	38.50082	243.5652	486.9538	275.6773	285.0053	296.7322	313.6909	325.2953	335.1388	344.4125	353.5308	364.1222	377.8505	398.2361	413.507	423.1974
81	351.2018	42.01279	239.6539	553.6786	273.152	286.1818	301.2142	314.4201	326.4077	338.1124	349.0186	359.7944	371.462	385.6008	404.3761	426.2886	436.4562
82	355.2723	41.22777	256.0059	502.8548	281.7996	293.2337	305.0344	319.8859	331.1903	342.7886	352.7705	362.1229	373.1876	385.8653	412.0837	427.7943	441.7137
83	359.4568	44.06236	243.3434	519.7615	274.0657	291.3898	307.044	321.624	335.3983	345.2333	356.979	367.2574	379.5866	397.4167	417.4638	433.2597	446.9116
84	363.5199	43.36332	258.0794	520.3528	285.5854	297.8523	309.8758	326.9709	338.4996	349.4567	360.0569	372.0027	383.7942	397.477	420.3368	441.5394	454.0441
85	369.9807	41.74805	265.2395	512.4139	293.6495	306.3593	319.5997	333.3917	346.0867	356.6931	367.0613	377.1525	387.4016	404.2821	423.7971	445.5603	462.2791
86	376.1724	44.56859	270.4755	550.5897	293.4178	309.4317	322.6763	335.9003	349.7671	360.9418	372.9786	386.0699	397.8379	411.208	435.914	452.8046	469.6829
87	380.8415	43.08175	278.3307	539.963	300.3431	313.5187	326.5731	341.9854	356.5249	368.6489	378.0608	390.1359	401.2879	416.7277	436.3829	454.6625	468.2563
88	388.2719	46.43139	277.5788	534.0562	302.5343	318.724	330.7038	348.4781	360.7991	372.2701	384.5153	397.1763	410.7238	428.4495	450.7361	469.016	485.7674
89	391.0058	44.73322	287.9687	536.2966	307.2491	319.9187	334.676	352.8087	367.3527	378.9855	388.721	398.5875	411.8082	425.7464	449.8622	473.1258	484.77
90	392.8783	44.30492	273.5379	546.6452	312.6995	322.9613	338.7403	355.3055	366.8964	379.182	389.3289	401.9129	414.233	429.7197	450.5652	469.9372	487.0678
91	401.8507	46.14312	276.0181	591.1396	320.5558	333.1756	346.0694	362.2706	374.2513	386.9599	400.2224	410.1414	422.3577	437.1933	462.3765	485.0835	499.0631
92	407.6011	47.08616	282.6783	548.2034	324.4657	338.0104	348.8352	367.2955	380.0447	392.2155	403.4229	416.0865	429.8383	444.8876	473.8818	494.1832	505.8458
93	410.3713	47.1584	294.3433	586.6225	317.5248	338.411	352.5223	368.92	384.1849	396.7644	407.7475	418.9702	431.743	449.2126	471.4785	491.455	509.5959
