n	avg	sd	min	max	0.02	0.05	0.1	0.2	0.3	0.4	0.5	0.6	0.7	0.8	0.9	0.95	0.97
258	27980.21	607.3041	25436	29261	26502	26869	27189	27499	27725	27897	28062	28211	28347	28502	28708	28826	28895
259	28196.45	645.873	25697	29590	26617	26982	27272	27702	27938	28160	28317	28450	28583	28744	28937	29056	29127
260	28412.07	662.0851	25383	29887	26796	27199	27518	27893	28138	28318	28506	28654	28826	28987	29177	29332	29402
261	28627.04	656.6039	26040	30390	26998	27443	27764	28085	28369	28535	28723	28884	29030	29181	29369	29501	29601
262	28863.99	623.7752	26173	30301	27202	27716	28018	28408	28617	28778	28927	29098	29242	29373	29576	29721	29813
263	29078.6	668.4467	25373	30504	27455	27839	28205	28627	28839	29045	29186	29313	29438	29629	29831	29993	30042
264	29322.28	667.1602	25874	30850	27723	28087	28424	28771	29069	29266	29424	29579	29723	29884	30088	30245	30315
265	29545.37	653.9778	26759	30944	27935	28377	28621	29058	29268	29466	29623	29788	29945	30090	30284	30434	30545
266	29768.4	677.3217	26794	31504	28027	28575	28878	29266	29517	29688	29853	30014	30167	30339	30522	30679	30787
267	29994.71	653.3063	27203	31578	28381	28784	29154	29513	29714	29923	30083	30233	30351	30554	30761	30902	31011
268	30240.85	695.9629	27589	31789	28360	28881	29328	29727	29969	30169	30320	30486	30658	30833	31022	31205	31281
269	30455.33	697.337	27766	32002	28714	29114	29554	29894	30199	30389	30566	30725	30881	31045	31230	31394	31457
270	30704.01	673.4644	27673	32422	29004	29437	29787	30205	30459	30641	30792	30948	31094	31274	31475	31613	31703
271	30885.28	698.2755	27907	32613	29108	29508	29974	30383	30632	30830	30972	31143	31296	31468	31687	31824	31918
272	31173.08	694.5705	28270	32869	29410	29907	30256	30658	30881	31079	31262	31395	31584	31740	31976	32168	32294
273	31394.95	711.298	27691	32835	29452	30099	30494	30851	31123	31343	31506	31679	31811	31994	32176	32337	32439
274	31614.87	679.1866	28447	33130	29922	30336	30693	31112	31355	31546	31707	31872	32029	32169	32378	32549	32636
275	31813.47	747.7016	28102	33278	29867	30360	30802	31287	31569	31754	31930	32063	32243	32425	32657	32827	32928
276	32110.6	723.1247	29417	33566	30176	30646	31157	31595	31822	32050	32220	32375	32543	32691	32915	33093	33224
277	32363.93	703.627	29321	33934	30604	31041	31419	31858	32112	32315	32470	32607	32775	32938	33149	33284	33386
278	32563.6	744.177	27333	34267	30653	31268	31602	31992	32268	32484	32693	32850	32982	33141	33377	33571	33676
279	32818.61	705.5734	29585	34312	31059	31498	31863	32298	32490	32717	32923	33078	33235	33414	33619	33803	33893
280	33065.47	714.9167	29420	34853	31295	31788	32155	32524	32774	32993	33163	33327	33490	33654	33885	34066	34154
281	33303.75	734.1991	29398	35010	31468	31995	32326	32735	33009	33230	33410	33567	33720	33933	34150	34297	34407
282	33506.24	736.5791	30882	35472	31740	32126	32484	32917	33182	33428	33618	33803	33948	34110	34344	34527	34620
283	33756.42	760.404	30427	35269	31775	32361	32784	33147	33446	33659	33845	34026	34198	34405	34641	34831	34893
284	34028.25	747.1042	30579	35693	31934	32633	33041	33485	33740	33975	34128	34300	34474	34663	34870	35041	35127
285	34230	780.5517	30893	35894	32261	32772	33167	33608	33912	34162	34368	34525	34695	34885	35096	35267	35383
286	34481.09	772.218	30368	36108	32449	33123	33487	33876	34147	34398	34587	34746	34910	35120	35365	35578	35703
287	34740.61	790.7165	31081	36216	32775	33320	33731	34119	34412	34627	34810	35029	35218	35422	35660	35882	35983
288	35009.53	797.6856	31369	36940	32971	33552	33977	34399	34710	34954	35145	35304	35479	35648	35885	36089	36170
289	35218.09	795.0842	30910	37039	33163	33738	34175	34646	34901	35120	35329	35523	35707	35886	36095	36265	36406
290	35480.79	789.145	32275	37142	33489	33950	34432	34878	35179	35418	35573	35765	35950	36134	36371	36581	36692
291	35690.46	869.6996	30326	37605	33371	34111	34589	35067	35392	35652	35834	35983	36170	36381	36623	36842	36921
292	35998.88	788.3996	31508	37746	33925	34607	35027	35407	35687	35910	36100	36285	36454	36629	36885	37083	37189
293	36248.71	771.3566	31942	37956	34347	34844	35266	35632	35938	36162	36340	36536	36707	36910	37113	37286	37414
294	36480.98	827.5497	32422	38391	34312	35048	35487	35880	36174	36405	36595	36757	36935	37148	37450	37603	37720
295	36684.98	828.8847	33275	38585	34476	35150	35581	36075	36368	36614	36781	36987	37164	37375	37615	37847	37933
296	36970.31	841.0326	33187	38928	34911	35440	35860	36344	36622	36840	37062	37274	37474	37698	37930	38148	38265
297	37202.97	877.8727	33163	38847	34941	35537	36033	36559	36866	37129	37339	37537	37740	37927	38206	38358	38453
298	37455.95	893.9153	32952	39322	35010	35712	36275	36784	37108	37385	37592	37808	37965	38197	38442	38639	38740
299	37715.25	872.0699	32295	39747	35442	36096	36618	37034	37384	37663	37855	38045	38218	38407	38687	38857	38981
300	38044.6	814.5499	34602	39645	35970	36510	36893	37425	37715	37975	38165	38340	38536	38745	38995	39151	39247
301	38228.98	890.3212	34606	40076	35941	36540	37001	37550	37900	38128	38318	38542	38761	38967	39254	39472	39624
302	38457.86	911.1937	34227	40278	36207	36803	37213	37748	38173	38404	38593	38789	38982	39206	39490	39668	39816
303	38740.2	891.6173	33720	40681	36468	37190	37650	38063	38331	38592	38833	39038	39262	39500	39796	39995	40165
304	39000.29	890.4445	34083	40907	36547	37363	37797	38367	38653	38921	39123	39331	39558	39723	40011	40159	40246
305	39292.85	857.2903	35886	41407	37098	37694	38174	38611	38931	39180	39401	39606	39795	40046	40291	40477	40575
306	39565.41	859.9782	36202	41647	37255	38015	38452	38963	39245	39484	39679	39859	40027	40249	40555	40774	40878
307	39798.02	915.2241	35499	41609	37566	38207	38639	39058	39401	39687	39917	40144	40358	40593	40833	41030	41176
308	40030.45	922.6555	35561	41886	37614	38375	38894	39371	39662	39915	40138	40355	40543	40805	41075	41293	41441
309	40327.87	904.6929	36024	42236	38042	38651	39104	39624	39965	40229	40448	40666	40866	41055	41383	41587	41711
310	40594.46	975.6704	36470	43238	38291	38736	39319	39891	40228	40484	40704	40948	41169	41447	41694	41911	41983
311	40847.69	929.1526	36861	42850	38581	39035	39553	40153	40474	40711	40972	41195	41400	41627	41948	42120	42323
312	41129.76	942.6586	37436	43348	38711	39403	39823	40392	40737	41067	41270	41488	41701	41939	42190	42434	42528
313	41402.17	928.1079	37317	43538	39019	39623	40181	40666	41016	41264	41512	41712	41928	42187	42525	42732	42879
314	41679.03	941.1155	37035	43570	39300	39995	40428	40922	41310	41582	41829	42019	42233	42491	42748	42961	43087
315	41942.21	942.4334	38171	44124	39740	40154	40608	41189	41552	41837	42121	42311	42510	42713	43030	43245	43377
316	42161.45	967.052	37276	44095	39616	40232	40949	41426	41791	42079	42309	42515	42727	42968	43237	43447	43570
317	42450.17	1005.633	36104	44666	39947	40591	41046	41727	42091	42313	42573	42855	43060	43303	43575	43773	43917
318	42766.93	919.153	37079	44634	40499	41126	41557	42072	42427	42655	42890	43081	43288	43541	43795	44064	44165
319	43043.39	961.6941	38552	44975	40513	41212	41771	42291	42684	42942	43170	43371	43645	43870	44164	44317	44417
320	43347.35	953.5598	38921	45346	40884	41543	42057	42618	42997	43226	43472	43712	43936	44146	44433	44638	44794
321	43634.35	952.2786	39439	45732	41317	41960	42345	42866	43220	43494	43767	43991	44196	44456	44748	45009	45140
322	43870.29	1010.53	37424	45940	41346	42100	42595	43056	43450	43741	43978	44253	44480	44722	45028	45309	45453
323	44158.96	983.2047	40205	46503	41547	42342	42866	43396	43728	44049	44315	44517	44736	44976	45273	45526	45657
324	44405.11	986.8959	39854	46936	41815	42522	43092	43647	44009	44308	44564	44778	44981	45189	45498	45769	45945
325	44687.86	1049.141	40074	46869	42134	42798	43195	43893	44276	44569	44853	45107	45328	45559	45893	46085	46217
326	44985.71	1027.284	40285	47449	42424	43066	43618	44172	44606	44898	45121	45342	45580	45829	46193	46422	46571
327	45239.93	1010.445	40823	47357	42717	43324	43874	44504	44871	45149	45383	45609	45827	46079	46406	46600	46787
328	45556.69	1023.546	40481	47783	43011	43617	44194	44877	45192	45475	45708	45920	46146	46402	46665	46977	47142
329	45794.48	1041.088	40558	48025	43127	43887	44363	44970	45349	45674	45959	46224	46453	46695	46975	47175	47302
330	46082.33	976.7469	42233	48223	43555	44289	44806	45375	45657	45944	46182	46434	46676	46902	47235	47466	47585
331	46447.3	973.941	42349	48625	44026	44545	45079	45715	46108	46370	46599	46787	47013	47255	47569	47792	47923
332	46648.57	1006.143	41822	49242	44106	44891	45335	45886	46230	46549	46765	46973	47248	47501	47794	48053	48168
333	46936.26	1078.567	39593	49026	44148	44961	45544	46154	46498	46819	47098	47320	47557	47835	48161	48374	48516
334	47249.11	1060.061	41960	49678	44470	45364	45877	46430	46874	47139	47425	47645	47862	48121	48440	48687	48822
335	47573.61	1068.521	42827	49821	44733	45595	46184	46745	47162	47479	47731	48005	48223	48446	48753	49000	49116
336	47768.79	1100.082	41815	50186	44946	45692	46399	46971	47313	47680	47962	48163	48420	48666	48987	49259	49386
337	48013.86	1094.047	42320	50315	45284	46060	46484	47185	47556	47903	48165	48428	48655	48922	49280	49528	49701
338	48359.13	1070.57	42797	50500	45751	46319	46887	47594	47923	48195	48496	48743	48970	49234	49608	49839	50047
339	48702.21	1083.453	43688	51453	46139	46788	47313	47841	48294	48605	48854	49058	49317	49622	49931	50193	50362
340	48956.31	1076.283	43286	51656	46323	46941	47526	48127	48573	48838	49084	49312	49579	49877	50176	50448	50597
341	49247.26	1132.002	44411	51385	46478	47040	47624	48369	48865	49175	49420	49675	49916	50206	50550	50766	50902
342	49524.87	1096.571	44692	52020	46656	47517	48079	48652	49026	49420	49715	49937	50165	50454	50795	51023	51168
343	49820.42	1156.267	43844	52082	47001	47720	48308	48985	49387	49702	49994	50232	50508	50767	51094	51372	51453
344	50141.77	1127.964	44927	52338	47084	48081	48641	49301	49730	50018	50313	50550	50775	51112	51414	51700	51801
345	50430.32	1151.003	44196	52801	47693	48304	48886	49603	49993	50314	50596	50873	51124	51363	51702	51982	52130
346	50768.48	1115.594	46628	52985	47873	48494	49236	50001	50344	50654	50956	51191	51429	51711	52009	52296	52428
347	50991.99	1183.362	45088	53668	48007	48702	49368	50121	50532	50902	51195	51462	51700	51979	52310	52508	52710
348	51306.03	1163.124	45269	54144	48238	49150	49893	50484	50857	51143	51489	51732	51961	52235	52609	52855	53007
349	51594.79	1185.215	46009	54348	48689	49375	49941	50669	51130	51458	51742	52011	52297	52588	52938	53278	53478
350	51970.78	1170.508	45824	54410	48961	49897	50483	51090	51534	51891	52139	52392	52630	52922	53301	53527	53675
351	52260.51	1184.959	46809	55302	49361	50038	50668	51350	51780	52147	52428	52672	52964	53280	53626	53860	54089
352	52537.31	1133.991	45882	54958	49668	50378	50988	51659	52132	52439	52708	52951	53199	53482	53777	54099	54249
353	52774.6	1199.281	46184	55064	49760	50481	51188	51931	52306	52671	52955	53194	53460	53773	54159	54433	54582
354	53192.64	1180.452	48125	55577	50215	50952	51647	52348	52705	53056	53398	53612	53854	54149	54549	54839	55004
355	53466.15	1222.999	47053	55938	50612	51137	51864	52499	52966	53328	53616	53904	54220	54535	54847	55144	55271
356	53652.96	1300.863	47701	56438	50643	51304	51831	52584	53132	53496	53826	54135	54425	54756	55160	55478	55646
357	54041.09	1256.548	48216	56651	50898	51729	52393	53052	53584	53915	54199	54483	54736	55070	55501	55826	55992
358	54312.72	1301.462	48600	57265	51001	51838	52494	53371	53850	54170	54441	54766	55102	55410	55795	56106	56281
359	54682.51	1275.625	49512	57549	51216	52256	53048	53725	54156	54534	54879	55196	55468	55756	56100	56384	56520
360	54883.58	1294.814	48411	57365	51542	52450	53244	53902	54397	54790	55060	55358	55621	55953	56357	56669	56811
361	55237.55	1285.311	49446	58099	51929	52915	53605	54247	54711	55096	55382	55667	56007	56345	56739	57044	57168
362	55639.14	1235.106	50603	58704	52403	53360	54033	54719	55153	55534	55771	56017	56392	56697	57070	57285	57444
363	55882.62	1268.987	50551	58617	52819	53611	54141	54853	55371	55723	56037	56312	56629	56951	57376	57656	57793
364	56173.95	1306.794	50467	59084	52752	53793	54401	55187	55681	56086	56397	56680	56930	57237	57617	57925	58116
365	56536.48	1325.997	50224	59292	53380	54011	54668	55547	56026	56363	56718	57000	57374	57674	58017	58367	58540
366	56807.89	1303.083	50794	59477	53406	54479	55110	55820	56335	56667	57042	57299	57589	57877	58249	58539	58740
367	57166.91	1206.592	51926	59772	54377	55049	55565	56204	56637	56995	57317	57610	57849	58191	58643	58867	59049
368	57480.45	1343.439	51850	60310	53915	54904	55773	56466	56963	57383	57725	57980	58257	58571	58963	59239	59423
369	57801.27	1357.805	49913	60576	54203	55245	56049	56840	57338	57647	57988	58282	58604	58902	59312	59575	59800
370	58099.95	1337.146	52713	60907	54900	55602	56283	56990	57565	58002	58345	58637	58921	59271	59543	59818	59978
371	58385.67	1308.2	52740	61070	55026	55913	56645	57373	57902	58257	58574	58853	59157	59501	59856	60195	60334
372	58746.3	1343.934	50777	61820	55416	56320	57067	57747	58241	58569	58924	59210	59555	59897	60265	60547	60700
373	59047.25	1290.256	54177	61869	55671	56481	57352	58082	58602	58942	59206	59522	59782	60112	60467	60861	61012
374	59393.43	1381.667	51867	62442	56076	56779	57576	58388	58929	59286	59638	59920	60181	60477	60897	61220	61370
375	59718.01	1359.359	51570	62451	56412	57123	57971	58764	59199	59551	59906	60196	60481	60894	61240	61552	61754
376	60009.2	1312.728	54536	62568	56650	57609	58209	58972	59452	59927	60215	60472	60821	61132	61514	61820	61960
377	60391.51	1401.932	52656	63214	56781	57824	58456	59438	59830	60252	60573	60895	61212	61532	61964	62323	62497
378	60718.24	1392.529	54377	63729	56979	58234	58909	59681	60170	60552	60934	61224	61550	61878	62331	62624	62818
379	60977.25	1364.2	54292	64180	57607	58596	59182	59984	60420	60795	61150	61461	61774	62133	62546	62814	63046
380	61340.99	1397.69	55669	64334	57835	58660	59345	60272	60862	61179	61544	61850	62157	62479	62953	63278	63532
381	61601.17	1366.752	53944	64384	58277	58952	59812	60587	61065	61407	61746	62113	62374	62751	63230	63551	63752
382	61985.86	1361.013	56813	64714	58591	59366	60160	60877	61450	61887	62190	62480	62835	63148	63547	63808	63983
383	62257.96	1448.674	54693	65371	58327	59653	60298	61266	61690	62088	62472	62839	63111	63430	63819	64200	64533
384	62603.25	1423.959	56005	66091	59139	59980	60742	61491	62069	62436	62762	63092	63396	63775	64244	64639	64882
385	62927.28	1467.869	54534	66596	59179	60305	61043	61884	62394	62794	63124	63438	63737	64154	64553	64890	65168
386	63336.37	1408.738	57900	66241	59420	60729	61555	62259	62830	63230	63609	63865	64136	64482	64895	65202	65428
387	63551.06	1472.578	56646	66629	59756	60776	61682	62450	62967	63392	63734	64073	64381	64812	65276	65621	65766
388	63977.89	1445.708	58269	67079	60337	61285	62002	62786	63375	63851	64160	64498	64857	65205	65653	65970	66247
389	64302.12	1514.96	55364	67528	60615	61617	62300	63187	63679	64096	64504	64824	65166	65619	66070	66389	66563
390	64644	1470.656	56843	67919	61084	62030	62716	63492	63980	64432	64804	65176	65515	65924	66369	66675	66894
391	64951.13	1502.878	58340	67958	60935	62108	62889	63829	64385	64825	65199	65476	65843	66187	66628	67006	67232
392	65278.68	1468.696	58832	68693	61636	62589	63313	64096	64679	65126	65525	65857	66149	66553	66980	67282	67533
393	65639.08	1462.719	58626	69011	62041	62803	63821	64480	64995	65459	65886	66204	66495	66816	67345	67647	67906
394	65944.31	1493.809	58308	69408	62250	63215	63999	64785	65371	65768	66104	66436	66817	67208	67683	68047	68185
395	66341.62	1459.281	60738	69501	62700	63583	64240	65177	65736	66179	66531	66874	67213	67621	68046	68280	68603
396	66713.98	1531.711	59094	69843	62868	63859	64695	65452	66026	66492	66955	67338	67668	68029	68459	68771	69018
397	66958.71	1551.275	58931	70323	63082	64095	64871	65766	66325	66776	67209	67576	67900	68264	68716	69008	69306
398	67382.96	1542.345	60046	70470	63326	64413	65325	66195	66790	67218	67624	67976	68292	68696	69170	69491	69637
399	67770.22	1451.823	60269	71260	64450	65302	65853	66613	67115	67588	67955	68273	68622	68997	69456	69771	70009
400	67971.43	1580.279	59902	71455	63770	65220	65870	66761	67396	67815	68216	68547	68887	69279	69742	70100	70391
401	68385.02	1561.897	60577	71579	64415	65437	66390	67168	67706	68210	68651	69010	69282	69646	70169	70540	70770
402	68706.94	1560.061	61881	71943	64864	65838	66629	67513	68039	68525	68951	69296	69671	70016	70466	70867	71024
403	68995.89	1584.335	60982	72316	65002	66099	66858	67793	68393	68830	69239	69581	69949	70307	70765	71087	71316
404	69415.07	1567.562	62633	73382	65388	66492	67232	68234	68763	69214	69619	69971	70361	70760	71217	71598	71799
405	69662.23	1616.999	62761	72944	65504	66776	67461	68407	68994	69521	69907	70263	70623	70958	71509	71901	72188
406	70013.94	1629.578	62749	73249	65735	66980	67792	68809	69404	69856	70286	70641	71006	71388	71827	72161	72344
407	70421.36	1677.67	60554	73907	66228	67224	68111	69131	69748	70276	70705	71093	71438	71810	72250	72620	72897
408	70764.34	1601.317	63573	74316	66807	67715	68615	69522	70086	70543	70903	71337	71767	72170	72644	72957	73167
409	71230.65	1571.889	63310	75008	67011	68240	69308	70077	70645	71059	71429	71770	72126	72499	73024	73381	73559
410	71468.18	1598.787	64964	75058	67437	68542	69365	70205	70774	71292	71715	72068	72412	72774	73318	73675	73974
411	71870.3	1584.033	64900	75407	67850	68997	69728	70600	71259	71703	72114	72454	72856	73216	73681	73950	74206
412	72291.95	1591.77	66260	76433	68188	69322	70127	71075	71671	72110	72481	72793	73248	73680	74121	74496	74697
413	72532.54	1684.396	63292	76598	68548	69565	70360	71157	71800	72355	72828	73178	73529	73945	74423	74797	75034
414	72910.48	1633.472	66554	76962	68935	69730	70725	71611	72221	72724	73152	73542	73902	74288	74742	75229	75371
415	73256.59	1688.122	65158	76776	68870	70033	71031	71988	72612	73075	73522	73909	74271	74683	75153	75564	75831
416	73577.5	1727.929	65356	76917	69163	70365	71294	72301	72899	73375	73850	74224	74650	75013	75511	75887	76086
417	73964.52	1655.549	67920	78032	69810	70904	71670	72602	73269	73806	74208	74584	74972	75351	75854	76308	76531
418	74381.84	1663.24	67293	77893	70241	71048	72120	73189	73754	74289	74688	75007	75364	75768	76220	76629	76905
419	74618.31	1734.51	65969	78399	70130	71358	72421	73362	74026	74495	74852	75250	75624	75997	76533	77009	77273
420	75099.77	1709.423	67944	78657	70800	72086	72760	73829	74416	74928	75373	75713	76064	76565	77046	77444	77720
421	75398.46	1709.984	68123	78766	71228	72345	73082	74076	74665	75150	75611	76091	76427	76882	77372	77756	78051
422	75738.78	1762.216	66371	79529	71329	72532	73390	74381	75019	75563	75979	76377	76807	77276	77721	78045	78269
423	76281.89	1687.802	67959	79828	71918	73274	73991	75037	75616	76104	76529	76929	77272	77667	78181	78590	78796
424	76506.22	1790.347	67724	80030	71731	73247	74137	75164	75831	76380	76828	77179	77557	77941	78489	78931	79089
425	76937.58	1703.574	69508	80741	72252	73846	74798	75671	76220	76698	77106	77543	77985	78363	78910	79297	79502
426	77203.42	1818.181	67714	80961	72594	73847	74734	75873	76516	77055	77476	77878	78244	78660	79260	79722	80077
427	77637.18	1796.617	69930	81066	72928	74303	75108	76358	76935	77475	77878	78295	78652	79138	79753	80139	80344
428	78094.51	1704.606	70511	81973	73742	74913	75699	76806	77380	77922	78325	78768	79123	79501	80031	80402	80593
429	78357.1	1777.914	70104	82185	74003	75045	75887	76983	77612	78174	78608	79015	79392	79839	80352	80784	81134
430	78764.95	1779.049	69853	82769	74592	75560	76222	77358	78045	78529	79029	79446	79867	80287	80775	81207	81496
431	79098.04	1825.128	70385	83000	74323	75580	76712	77741	78384	78927	79352	79773	80201	80697	81166	81535	81803
432	79350.19	1874.726	71441	83588	74978	75864	76838	77812	78650	79133	79597	80041	80505	80930	81475	81860	82209
433	79780.05	1856.659	71444	83660	75230	76208	77285	78377	78980	79578	80036	80485	80915	81417	81900	82240	82483
434	80269.43	1849.137	72154	83960	75525	76771	77732	78918	79527	80070	80530	80911	81386	81854	82415	82780	83052
435	80578.83	1852.68	71585	85065	76025	77003	78102	79212	79880	80449	80818	81283	81698	82163	82670	83094	83275
436	81022.79	1788.011	73474	85103	76468	77640	78595	79671	80277	80786	81285	81680	82063	82544	83052	83532	83719
437	81275.39	1912.871	73037	85223	76582	77786	78729	79655	80426	81020	81536	81953	82471	82890	83522	83952	84167
438	81742.57	1855.51	73388	85587	76647	78420	79409	80417	81035	81480	81979	82466	82874	83250	83804	84291	84518
439	82008.54	1813.082	71628	86041	77856	78691	79571	80625	81211	81736	82208	82696	83115	83542	84143	84502	84765
440	82494.12	1876.031	74898	86436	77697	78887	79941	81029	81739	82280	82764	83209	83642	84133	84585	84942	85279
441	82835.07	1898.758	74247	86847	78216	79397	80401	81283	82042	82583	83092	83565	83981	84421	85012	85480	85823
442	83268.11	1827.989	74292	87391	78855	79828	80796	81850	82487	83120	83508	83914	84331	84751	85420	85830	86026
443	83514.52	1906.736	73216	87737	79197	80181	80866	81912	82787	83284	83776	84232	84678	85111	85718	86149	86391
444	84027.93	1899.341	74541	88320	79320	80711	81512	82631	83345	83794	84284	84645	85098	85651	86274	86725	86955
445	84394.88	1896.791	74896	88169	79721	80824	81815	82919	83541	84276	84683	85102	85544	85991	86591	86955	87235
446	84802.75	1904.281	77819	88984	79672	81252	82289	83336	84050	84619	85102	85529	85941	86385	86963	87405	87633
447	85070.26	1967.905	75217	89789	79213	81329	82531	83800	84413	84863	85328	85779	86227	86657	87219	87709	87978
448	85453.04	1996.177	75567	89610	80332	81571	82745	84031	84739	85313	85718	86168	86612	87105	87711	88177	88422
449	85995.94	1940.743	76612	90384	81067	82501	83500	84648	85228	85797	86217	86637	87107	87586	88167	88621	88953
450	86347.11	1961.513	78048	90447	81027	82624	83699	84913	85573	86087	86603	87079	87602	88004	88550	88983	89232
451	86653.97	2048.314	76017	90941	81552	82855	83999	85212	85889	86420	86922	87444	87836	88302	88969	89385	89623
452	87141.62	1890.014	77975	91330	82342	83711	84713	85697	86337	86864	87320	87844	88286	88814	89311	89680	89930
453	87430.15	2088.137	77021	91847	82299	83833	84747	85854	86654	87192	87682	88179	88669	89156	89761	90223	90631
454	87710.36	2025.948	79736	91652	82859	83935	85010	86009	86868	87486	87958	88448	88949	89475	90107	90574	90829
455	88250.6	2079.471	76931	92959	82833	84366	85597	86721	87505	88062	88508	89014	89436	89983	90585	90978	91237
456	88524.33	2071.489	79434	93012	82879	84434	85787	87022	87683	88334	88833	89270	89776	90225	90884	91334	91544
457	88927.44	2076.085	80058	93668	83460	85134	86267	87282	88128	88691	89223	89641	90136	90690	91373	91799	91996
458	89460.62	2089.517	80606	93888	83925	85407	86730	87973	88713	89235	89703	90168	90728	91210	91820	92281	92547
459	89793.83	2081.257	80528	94221	84413	85776	87025	88306	89072	89543	90142	90522	90985	91492	92190	92668	92974
460	90304.95	1985.156	79763	94704	85290	86829	87861	88726	89504	90125	90611	90994	91474	91941	92578	93094	93305
461	90587.6	2123.253	78758	95124	85231	86728	87817	88974	89691	90329	90903	91346	91864	92368	92998	93418	93747
462	90928.92	2100.355	81874	95027	85303	86929	88159	89450	90227	90764	91217	91689	92155	92644	93260	93709	93994
463	91406.72	2093.299	81664	95888	86161	87477	88724	89715	90538	91134	91658	92123	92658	93180	93838	94435	94596
464	91683.91	2146.126	84196	96275	86211	87527	88775	90032	90850	91424	91962	92460	92989	93538	94133	94674	94938
465	92296.39	2043.362	84284	96629	87327	88638	89554	90661	91459	92040	92567	93055	93464	94010	94683	95137	95431
466	92658.93	2102.843	83408	97279	87588	88680	89856	91077	91861	92405	92929	93393	93847	94408	95141	95608	95873
467	92930.49	2274.898	82252	97747	87162	88638	89972	91137	92036	92723	93248	93697	94251	94864	95566	95974	96263
468	93345.38	2318.565	81613	98179	87626	88726	90272	91669	92607	93199	93728	94208	94692	95233	95901	96385	96627
469	93684.37	2172.604	81782	98392	88011	89606	90816	92139	92911	93411	93923	94466	94945	95557	96129	96548	96907
470	94178.96	2190.405	84075	98950	88789	90043	91108	92522	93351	93907	94486	95018	95529	96021	96632	97074	97399
471	94583.17	2161.583	85498	99462	89164	90767	91659	92732	93742	94381	94922	95485	95886	96411	96970	97572	97869
472	95017.7	2199.712	83823	99508	89538	90824	92304	93383	94123	94763	95309	95852	96368	96821	97467	98068	98353
473	95468.68	2167.231	87124	99891	89757	91382	92462	93685	94542	95244	95838	96329	96841	97309	97906	98353	98635
474	95826.93	2183.292	85982	100380	90346	91474	92867	94157	94982	95578	96132	96691	97148	97646	98319	98844	99177
475	96190.43	2237.288	84973	101004	90560	92217	93126	94402	95331	95972	96530	97050	97590	98054	98653	99220	99558
476	96630.91	2122.837	86868	101284	91740	92781	93647	95021	95820	96393	96914	97355	97864	98376	99045	99702	99890
477	97077.27	2224.892	87836	101601	91734	92761	93917	95249	96203	96887	97364	97946	98427	99012	99621	100132	100426
478	97407.27	2297.956	87221	102343	91890	93249	94257	95460	96443	97126	97693	98217	98866	99360	100174	100597	100890
479	98008.81	2177.205	89266	102637	92695	93873	95059	96214	97103	97764	98310	98861	99326	99832	100539	101016	101266
480	98109.06	2336.79	87367	102939	91946	93729	95084	96352	97224	97866	98434	98952	99458	100106	100792	101240	101560
481	98808.85	2231.718	87971	103656	93437	94590	95710	97059	97994	98569	99171	99685	100158	100675	101398	101875	102115
482	99154.91	2334.877	89101	104326	93389	94881	95974	97374	98193	98874	99436	100021	100550	101151	101853	102451	102713
483	99601.62	2370.235	85156	104213	93197	95219	96633	97970	98765	99362	99927	100499	100992	101552	102178	102720	103060
484	99888.64	2228.947	90113	105815	94056	95904	97083	98179	99019	99572	100162	100681	101253	101776	102454	102926	103305
485	100463.1	2249.813	90424	105377	94921	96174	97445	98816	99670	100271	100824	101234	101715	102391	103056	103562	103868
486	100791.8	2238.157	91883	105602	95580	96865	97796	99083	99777	100466	101053	101522	102113	102664	103492	104009	104340
487	101170.8	2327.32	91450	106386	95186	96780	98020	99425	100197	100956	101526	102020	102603	103133	103750	104295	104737
488	101716.8	2339.561	92151	107020	95751	97364	98534	100006	100864	101409	101986	102548	103066	103691	104417	104938	105372
489	102133.9	2281.235	91264	106892	96475	97686	99187	100290	101158	101830	102444	103066	103533	104055	104718	105348	105580
490	102519	2249.263	93947	107328	96576	98364	99556	100835	101567	102147	102826	103359	103887	104406	105138	105728	105945
491	102779.5	2365.592	94061	107852	96938	98355	99547	100808	101740	102454	103107	103668	104257	104778	105516	106110	106477
492	103429.6	2366.492	93467	108653	97080	98981	100120	101650	102581	103238	103752	104315	104784	105388	106142	106547	106979
493	103987.1	2177.865	93906	108864	98877	99887	101014	102306	103098	103831	104344	104724	105275	105801	106499	106954	107279
494	104157.8	2371.847	91343	109263	98571	99748	101030	102406	103352	103922	104479	105063	105540	106120	106803	107322	107679
495	104656	2395.554	95125	110436	98815	100240	101437	102791	103676	104361	104938	105510	106087	106640	107419	107983	108443
496	105134.8	2284.142	93448	110085	99570	100631	102113	103320	104268	104880	105445	105963	106453	107064	107771	108363	108612
497	105522.3	2380.916	95848	111084	99943	101111	102169	103623	104466	105212	105823	106443	106933	107532	108320	108830	109195
498	105965	2379.211	96522	111205	100024	101417	102729	104182	105055	105807	106282	106767	107372	107961	108767	109231	109584
499	106217.6	2492.485	96014	111930	99851	101684	102838	104351	105225	105858	106536	107111	107805	108306	109022	109519	109857
500	106670.6	2465.801	93059	111652	100228	102234	103507	104739	105619	106296	106988	107603	108257	108798	109404	110057	110353
501	107148.8	2423.498	96043	112755	101548	102569	103869	105198	106154	106919	107550	108091	108641	109184	109890	110377	110767
