n	avg	sd	min	max	0.02	0.05	0.1	0.2	0.3	0.4	0.5	0.6	0.7	0.8	0.9	0.95	0.97
137	9363352	72704.27	8960691	9523359	9174995	9236824	9267563	9307547	9334889	9356694	9374938	9389489	9407117	9424927	9445620	9456323	9463218
138	9643182	74357.83	9280238	9797038	9445743	9510970	9549631	9593317	9613987	9631600	9650924	9669526	9688599	9706381	9728813	9742573	9754248
139	9930366	70764.82	9623843	10083029	9750144	9799177	9836881	9876314	9900099	9923518	9940421	9955374	9973780	9988733	10012428	10030529	10041376
140	10220836	72302.5	9910204	10377857	10022155	10088932	10126408	10168514	10194003	10215021	10230830	10246986	10262226	10280597	10301670	10321524	10330606
141	10515590	76583.4	10094458	10667142	10329959	10376563	10416526	10460056	10490505	10511518	10527039	10541094	10559836	10578634	10597787	10613129	10624540
142	10824932	78092.94	10435942	10996455	10614969	10685471	10726584	10772496	10795581	10816329	10833844	10852140	10870040	10890798	10911620	10930162	10940101
143	11135784	80499.97	10783909	11315468	10924373	10982988	11029946	11076014	11104010	11125597	11147373	11164513	11182221	11203537	11230424	11245335	11254965
144	11449468	86056.02	11111456	11632323	11220471	11285249	11340526	11382819	11418011	11440626	11462632	11482860	11502015	11523382	11543385	11561764	11572186
145	11775251	87160.53	11254911	11955800	11560638	11612678	11656289	11707331	11741987	11768736	11791938	11808349	11827766	11847384	11872920	11889621	11902454
146	12109576	85216.76	11695193	12273163	11893254	11944196	12000289	12049948	12078552	12099957	12121314	12141599	12159581	12181335	12205217	12223503	12235045
147	12447961	91892.16	11806604	12637737	12225975	12275926	12326811	12378009	12415409	12441086	12461871	12484387	12504114	12523336	12546481	12568482	12580521
148	12791315	91116.37	12259767	12981825	12561013	12639429	12670378	12726165	12752910	12781081	12803670	12824012	12843847	12865676	12896752	12916946	12926511
149	13143250	86637.2	12678641	13326502	12935881	12989189	13029007	13076604	13108185	13133117	13152980	13174326	13192976	13215213	13246100	13266090	13278644
150	13509969	90445.27	13148927	13698549	13289866	13330799	13381951	13434347	13476676	13501662	13528152	13547849	13567625	13584887	13607892	13629453	13638381
151	13872444	94271.8	13401744	14069921	13635033	13690191	13745135	13802421	13837207	13862551	13883432	13905296	13930338	13950866	13980913	14002850	14013565
152	14244550	93649.18	13776188	14450907	14031706	14070584	14123386	14170405	14204220	14231141	14256320	14277786	14302267	14323993	14350780	14372575	14385729
153	14636017	97786.73	14169751	14839030	14377302	14460473	14508448	14562154	14597257	14627552	14652426	14671814	14693523	14714823	14747287	14766818	14781106
154	15022346	101504.6	14569321	15239993	14743529	14832106	14882510	14952159	14989239	15012269	15037259	15057970	15079409	15106514	15134850	15160373	15175074
155	15417980	103086.3	14847448	15630501	15154805	15233393	15285913	15335243	15378835	15407178	15433319	15455514	15478776	15503178	15538873	15555201	15571749
156	15820097	112658.7	15164682	16061229	15541796	15610309	15670120	15741805	15781878	15809305	15836205	15862750	15886105	15911159	15941515	15964780	15981875
157	16241027	104121.8	15767874	16453349	15985466	16054685	16110349	16158801	16198758	16228326	16252615	16274051	16300359	16330996	16366698	16382738	16396615
158	16664822	110373.5	15987518	16879255	16372820	16473247	16520749	16586033	16629541	16656449	16682526	16706529	16728543	16756384	16785367	16808009	16821978
159	17099166	112699.0	16587989	17348675	16776179	16889940	16958215	17025959	17058727	17088657	17115121	17136469	17159947	17186769	17229601	17255169	17267216
160	17531380	106614.9	17083287	17769125	17276914	17332523	17383267	17439512	17486741	17519515	17545363	17572630	17599816	17626721	17651085	17675316	17692562
161	17975143	120929.6	16956128	18187031	17658773	17754840	17832077	17894904	17935307	17966994	17995264	18019920	18042669	18070379	18101741	18123995	18139793
162	18434935	114587.3	17822670	18668947	18147736	18220629	18285983	18346802	18393190	18422483	18451235	18477093	18501450	18532741	18564714	18591179	18602631
163	18903101	119786.2	18262006	19163125	18583288	18680691	18741824	18809573	18858154	18887721	18918700	18950320	18976265	19002697	19039535	19068130	19082349
164	19363094	123232.8	18788097	19594705	19031932	19134390	19205874	19272430	19314019	19354926	19379833	19412108	19436701	19461579	19501566	19529124	19541506
165	19850108	117152.9	19262691	20113904	19555743	19631864	19694176	19760866	19807743	19839385	19865722	19889900	19913253	19945841	19983538	20016501	20034670
166	20332194	125981	19549416	20660518	20010910	20108067	20170919	20242116	20291101	20322054	20347408	20374859	20401009	20432547	20476141	20502858	20518890
167	20840096	125706.2	20123166	21085496	20502312	20596084	20683472	20752512	20790798	20824381	20859549	20888313	20914934	20939663	20978785	21010007	21026101
168	21343993	127353.7	20833295	21603918	21018004	21110727	21177751	21246320	21292168	21326077	21360868	21387799	21420914	21450499	21492442	21525021	21542724
169	21865710	132262.3	21224706	22178510	21528980	21613413	21688578	21767181	21819356	21847915	21883663	21908279	21943026	21977781	22014456	22049167	22070855
170	22390591	137072.6	21669340	22666450	22049601	22124911	22201514	22297045	22340547	22372692	22405494	22435435	22472027	22506714	22550672	22581447	22600285
171	22917435	140322.1	22130451	23217659	22553266	22657632	22736796	22805058	22855974	22901097	22941718	22971399	22998152	23032797	23079032	23109940	23126319
172	23474019	141797.3	22867208	23759868	23095538	23205924	23289564	23360407	23413316	23456530	23493656	23531641	23561134	23593745	23631906	23666531	23690392
173	24027210	138643.1	23164123	24330949	23697306	23779960	23844637	23921928	23973397	24008266	24041105	24075058	24110016	24142960	24187300	24217486	24239265
174	24592564	144738.3	23977888	24925794	24225650	24316118	24396802	24482680	24535060	24582632	24611345	24645406	24678037	24711498	24752551	24796060	24815485
175	25172950	148614.4	24512486	25465299	24793743	24897092	24974403	25059261	25115833	25156149	25193028	25232471	25263316	25298297	25339303	25373052	25388905
176	25761962	145206.8	25007984	26069001	25389274	25503100	25567865	25650326	25702345	25742362	25780915	25816983	25848195	25885086	25929345	25965186	25986080
177	26345508	152071.7	25660915	26638908	25952307	26078400	26150431	26228075	26284739	26333748	26369882	26403458	26434921	26471998	26516032	26543391	26556665
178	26957131	157810.2	26012332	27289125	26593292	26669453	26739733	26823810	26896452	26935376	26978485	27017698	27048538	27090758	27139523	27178201	27195366
179	27575383	161897.8	26836393	27937052	27170657	27266146	27364420	27448631	27509127	27550797	27592760	27633412	27680832	27718958	27759221	27798852	27821264
180	28203782	157178.4	27492019	28521543	27800493	27917437	28002686	28082570	28138955	28187447	28226178	28255331	28294067	28340042	28387606	28420403	28438434
181	28834334	151667.6	27953240	29161884	28466454	28567744	28632327	28722233	28776047	28814407	28850637	28886751	28919308	28961722	29010897	29050429	29071754
182	29488124	161186.5	28459120	29863289	29097224	29194071	29284957	29370316	29425537	29472214	29508057	29542113	29584174	29622867	29669791	29701369	29722194
183	30129203	174004.3	29082668	30516894	29681502	29793155	29904442	30006739	30061165	30104410	30145952	30189481	30237851	30275679	30325564	30360491	30382439
184	30814872	167302.4	29862208	31163057	30432985	30510760	30585354	30683474	30745701	30792036	30838141	30875981	30914306	30956290	31011534	31048160	31071592
185	31491032	179927.4	30502739	31869348	31004905	31156951	31267576	31366921	31427502	31472981	31514848	31558831	31592177	31639974	31687296	31725970	31753460
186	32175948	181579.5	31349463	32559298	31718500	31837219	31941093	32039420	32113808	32159700	32198891	32238089	32280065	32327369	32381592	32418172	32447921
187	32886516	188130.1	32004798	33286009	32417594	32564871	32631143	32738040	32814006	32867090	32914774	32953601	32997909	33045341	33102885	33144618	33165759
188	33601002	192393.4	32554959	33998665	33109637	33238059	33337316	33461057	33535122	33584669	33628721	33670762	33715133	33756391	33812669	33861302	33883437
189	34339609	181708.4	33687334	34741938	33872550	33986072	34084866	34197757	34271173	34315991	34356526	34402189	34445075	34492584	34556117	34597757	34625671
190	35076539	193345.5	33489281	35450583	34539438	34733073	34835668	34941156	35011988	35061358	35106941	35150858	35187059	35225267	35291452	35323772	35355076
191	35819227	189375.6	34887592	36249812	35351339	35465646	35572803	35679442	35745026	35801859	35851341	35892416	35929008	35971202	36033449	36080043	36098134
192	36587821	196461.9	35587278	37031833	36123216	36236839	36330237	36438257	36507596	36564345	36615457	36660805	36699672	36751163	36816170	36857833	36886728
193	37343176	192120.7	36393186	37770054	36876404	36984147	37082887	37189919	37273099	37323060	37365954	37408786	37451189	37505240	37568117	37612332	37638708
194	38131427	204275.7	37226757	38561696	37591877	37721555	37864300	37998234	38061407	38119237	38161000	38206987	38246402	38296611	38352143	38410742	38441776
195	38942808	214111.2	37975940	39383893	38405739	38555319	38646443	38783173	38857598	38927019	38978405	39027077	39082396	39119697	39178622	39218933	39236625
196	39753070	209074.5	38738574	40205540	39230092	39379502	39482623	39591375	39660768	39736404	39785785	39826424	39876593	39927910	39989698	40031505	40064781
197	40564832	221178.0	39520448	41004067	39983310	40136151	40257995	40408261	40491829	40549279	40600001	40650068	40698636	40743520	40809710	40862299	40891557
198	41403214	215713.8	40290977	41857871	40827554	41002174	41130600	41253953	41326603	41384810	41429339	41476513	41524646	41583992	41646377	41686618	41717076
199	42251749	230498.8	40568158	42724656	41657322	41840761	41955895	42081842	42167952	42229262	42288848	42336280	42388821	42439034	42509408	42558388	42589621
200	43122949	234886	41729359	43587985	42486708	42672602	42813039	42953531	43044994	43116496	43164147	43213142	43257857	43316011	43376129	43426975	43454651
201	43995979	223512.5	42866318	44599453	43420490	43589197	43699491	43833704	43909938	43973289	44026935	44073987	44124390	44179388	44243143	44302346	44344072
202	44882121	237065.9	43142892	45407658	44304079	44422666	44585669	44709355	44797914	44864662	44919823	44968142	45020813	45074840	45137859	45194195	45224948
203	45787937	222024.9	44799553	46280139	45215599	45382626	45491113	45618519	45696254	45762882	45819835	45865291	45921502	45974443	46047339	46096940	46133094
204	46709490	226792.8	45648582	47250845	46161383	46295887	46410513	46539911	46627060	46682872	46727500	46784988	46840244	46899862	46975167	47025614	47055627
205	47650882	227170.1	46601573	48129129	47067811	47243567	47351490	47480853	47557174	47625690	47685223	47736495	47785797	47840728	47904400	47960658	47994389
206	48578551	247000.7	47542525	49100179	47920254	48114772	48252420	48391469	48484377	48559985	48615316	48674994	48725889	48781481	48853007	48911153	48951300
207	49542424	246357.7	48344098	50053470	48950219	49102166	49194011	49347855	49443333	49522341	49577058	49630247	49678902	49747802	49825301	49881371	49910373
208	50514110	251805.4	48909100	51023787	49838929	50045740	50189388	50334218	50439236	50497889	50559545	50604549	50654929	50718902	50790571	50840313	50869926
209	51495751	254467.6	50269250	52029007	50880372	51048215	51155239	51286634	51402374	51469823	51531897	51588409	51636356	51711840	51787395	51852555	51878431
210	52499488	250692.4	51178231	53038220	51836472	52028967	52174815	52314240	52404981	52476144	52540062	52597821	52643671	52700478	52777866	52835510	52862904
211	53508135	258712.7	52156536	54155117	52850362	53041234	53177799	53318842	53397788	53474544	53531715	53604092	53665910	53727585	53808533	53862979	53884843
212	54535356	268720.8	53095710	55138649	53874702	54027017	54201187	54336022	54431026	54502572	54562861	54626755	54687945	54757949	54855159	54916224	54949854
213	55560085	274632.9	54147367	56152907	54867947	55035455	55189884	55357366	55452839	55536037	55607563	55668385	55726696	55792719	55856055	55928395	55960828
214	56643912	280629.3	55032768	57173265	55949737	56129749	56279108	56446275	56532023	56616041	56684477	56751676	56806277	56878442	56964368	57020893	57051411
