n	avg	sd	min	max	0.02	0.05	0.1	0.2	0.3	0.4	0.5	0.6	0.7	0.8	0.9	0.95	0.97
222	1199292	29782.62	1065869	1295762	1133108	1148435	1160166	1175691	1185454	1192751	1200325	1208199	1215539	1223462	1234831	1244041	1252966
223	1216021	31102.17	1106431	1298948	1146717	1163278	1176254	1190906	1200605	1208920	1216400	1223750	1233606	1242820	1253268	1266193	1272843
224	1229349	29636.51	1115347	1341384	1170284	1178046	1190658	1203411	1214454	1223336	1230882	1237637	1245469	1253598	1266200	1274116	1280306
225	1249421	30059.36	1131650	1348415	1183665	1199422	1211016	1225596	1234687	1242693	1249198	1257743	1265039	1274293	1288459	1298177	1304778
226	1265881	31284.83	1163452	1361613	1195779	1212667	1226350	1240130	1250507	1258233	1266342	1274471	1283505	1292579	1304677	1315758	1325240
227	1282284	30845.20	1178131	1388959	1214642	1228285	1241965	1256948	1266869	1275373	1282874	1290384	1298607	1307575	1320869	1330101	1334715
228	1300874	31870.41	1176688	1426262	1227122	1246834	1260631	1276693	1286732	1293925	1300936	1308614	1317303	1327356	1340777	1350157	1358873
229	1318506	31599.05	1205706	1425773	1250641	1264842	1276652	1293838	1302652	1312253	1318343	1326340	1335275	1345324	1358099	1369294	1375691
230	1334109	31009.93	1230750	1432113	1266009	1278668	1294650	1309594	1319405	1327024	1335338	1342752	1351380	1360481	1372649	1382001	1387233
231	1351159	32865.33	1232125	1449140	1281972	1295906	1309347	1325052	1334144	1342664	1351540	1359004	1368813	1378728	1391316	1404728	1411665
232	1368544	32187.50	1261456	1476487	1298363	1313630	1327885	1341685	1353214	1361470	1369550	1377117	1385799	1395164	1410408	1420010	1426149
233	1386297	32458.47	1270358	1489327	1315850	1331239	1344146	1359653	1370462	1379462	1387431	1395902	1403533	1413316	1425677	1437369	1445455
234	1403274	32934.34	1282473	1499625	1327662	1346258	1360274	1378277	1387689	1396004	1404340	1411405	1419292	1429838	1442795	1457456	1466223
235	1423787	34028.87	1297058	1525719	1348539	1366939	1379341	1395894	1407606	1416644	1424715	1432762	1442070	1451365	1466176	1478180	1485095
236	1441690	34054.99	1324335	1569018	1367247	1384096	1398835	1416110	1425829	1434293	1441983	1451196	1460106	1468665	1482943	1495627	1502423
237	1462002	32989.85	1362568	1574837	1386082	1405132	1422292	1435446	1447019	1455434	1462636	1470038	1477741	1488135	1504592	1514817	1523346
238	1479884	35204.24	1351844	1577505	1395174	1418619	1436168	1451655	1464425	1473724	1481358	1489399	1498661	1508300	1522773	1535943	1541967
